"Carpeta","Archivo","Año referenciado","Periodo (creación/realización/archivo)","Personas e instituciones","Resumen académico"
"Cap 2 - Historia","Del Valle - Memoria sin territorio, territorio sin memoria.md","1997-1998 (I Bienal Iberoamericana de Lima; contexto 1980-1998)","Ensayo/artículo crítico, c. 1998 (Hueso Húmero 34)","Augusto del Valle; Cristina Planas; Francisco Guerra García; Carlos Runcie Tanaka; Eduardo Tokeshi; Emilio Santisteban; Luz María Bedoya; Elena Tejada; Gustavo Buntinx; Élida Román; Jorge Villacorta; Centro de Artes Visuales (I Bienal Iberoamericana de Lima)","Ensayo crítico de Augusto del Valle sobre la participación peruana en la Primera Bienal Iberoamericana de Lima (organizada por el Centro de Artes Visuales, octubre-diciembre de 1997, bajo el lema ""Nuevos conceptos de arte en Latinoamérica""). Su marco conceptual gira en torno a la noción de imaginario social ""amoderno"" y a la tensión entre memoria histórica y forma plástica, articulando el análisis en tres ejes: lo político como tema versus lo político como mentalidad; el refugio del esteticismo; y el laberinto del pluralismo. A través de estudios de caso, el autor argumenta que buena parte de la ""generación del noventa"" desplazó lo político hacia lo introspectivo y estetizante. Analiza La wuawua de Cristina Planas (imagen de Abimael Guzmán, censurada) y el Último partido de Guerra García como estéticas de la subjetividad que entran en cortocircuito con sus referentes populares; valora Tiempo detenido de Carlos Runcie Tanaka —ex rehén de la embajada de Japón— como transformación plástica de una testificación histórica hacia un arquetipo; critica el esteticismo de Vida y milagros del hombre invisible de Eduardo Tokeshi, cuyo virtuosismo obliteraría su discurso identitario; y examina la instalación de Emilio Santisteban, el Punto Ciego de Luz María Bedoya y la performance disruptiva de Elena Tejada en el Museo de Arte de Lima. Del Valle sostiene que en Perú no existe dialéctica entre institucionalidad y marginalidad, y que la escena oscila entre el ""brillo de lo exótico"" demandado por el mercado internacional y la ""inestabilidad del exilio"", proponiendo situar las obras respecto de sus contextos locales sin métodos comparativos descontextualizados."
"Cap 2 - Historia","E.P.S. Huayco - Arte al paso (1981) [librillo bilingüe español-alemán del video de 28 min, Edizioni Flaviana, Locarno].pdf","1979-1981","Librillo/catálogo bilingüe de videoarte, 1981 (Edizioni Flaviana, Locarno)","E.P.S. Huayco; Francisco Mariotti; María Luy; Juan Javier Salazar; Herbert Rodríguez; Armando Williams; Rosario Noriega; Mirko Lauer; Manuel Lajo; Juan Acha; Edizioni Flaviana Locarno; UNMSM / Universidad de Lima","Librillo bilingüe español-alemán, editado por Edizioni Flaviana (Locarno, 1981), que acompaña el video de 28 minutos ""Arte al Paso"" del colectivo peruano E.P.S. Huayco (Francisco Mariotti, María Luy, Rosario Noriega, Mariela Zevallos, Juan Javier Salazar, Herbert Rodríguez, Armando Williams). El proyecto se define como un intento de acercamiento y diálogo de un grupo de artistas plásticos con un público popular urbano, en contraposición al público ""culto"" que frecuenta galerías y controla los sistemas económicos, políticos y culturales del país. El video documenta las dificultades y logros de esa comunicación con la cultura popular e incluye una encuesta de preferencias estéticas realizada en diciembre de 1980 y enero de 1981 en dos plazas de Lima —el Parque Universitario y el Parque Central de Miraflores—, con apoyo del Programa de Historia del Arte de la UNMSM y del Programa de Ciencias de la Comunicación de la Universidad de Lima; sus resultados contrastan las preferencias por lo religioso, figurativo y abstracto (Taytacha, cabeza Chavín, tejido Huari, Cristo de Giotto, mujer que llora de Picasso, composición de Mondrian) según el origen social del público. El folleto reproduce el Manifiesto del Festival de Arte Total Contacta 79 (Barranco, julio de 1979), un texto de Manuel Lajo sobre la dependencia alimentaria y las transnacionales lácteas (Nestlé, Carnation, Leche Gloria) —trasfondo de la obra Sarita Colonia hecha con latas—, y citas de Federico Morais y Juan Acha. Destaca el comentario crítico de Mirko Lauer, que juzga la propuesta valiosa pero insuficientemente radical y asimilable por el establishment plástico limeño."
"Cap 2 - Historia","EPS_HUAYCO_Buntinx_2005.txt","1979-1981 (con amplio contexto desde ca. 1968-1978; publicado en 2005)","Estudio histórico-crítico de historia del arte de Gustavo Buntinx (2005) sobre el colectivo E.P.S. Huayco; edición digital en OpenEdition Books («Combates por la historia», p. 12-16). La atribución al volumen E.P.S. Huayco. Documentos (MALI/IFEA, 2005) es deducida.","Gustavo Buntinx; E.P.S. Huayco; Francisco Mariotti; Herbert Rodríguez; Juan Javier Salazar; María Luy; Charo Noriega; Mariela Zevallos; Armando Williams; Mirko Lauer; Juan Acha; Sarita Colonia; Contacta 79; SINAMOS; Sendero Luminoso; Micromuseo","Estudio histórico-crítico extenso (unas 82.000 palabras) de Gustavo Buntinx sobre el colectivo E.P.S. Huayco (1979-1981), concebido como la reconstrucción documental de referencia del grupo y de su obra mayor, el mosaico de Sarita Colonia levantado con miles de latas de leche vacías sobre la Panamericana Sur. Escrito desde la proximidad personal del autor con los integrantes, reivindica una «descripción factual de los hechos» apoyada en crítica de fuentes, filología, hermenéutica y heurística, y se propone corregir la «acumulación impresionante de errores» de la bibliografía reciente: la datación equivocada de Sarita Colonia en 1981, la confusión de Contacta 79 con las elecciones a la Asamblea Constituyente de 1978, y las tergiversaciones de autorías, fechas y títulos. Organizado en secciones («Definiciones», «La utopía socialista», «El fin de la inocencia. La reforma frustrada», «Revolución en la revolución. El cisma», entre otras), traza la genealogía del colectivo desde la crisis del reformismo velasquista y el horizonte de la nueva izquierda, y narra Contacta, la muestra Arte al paso, el «pop achorado», las salchipapas gigantes y la disolución del grupo, en el marco del inicio de la violencia senderista. Reúne a Francisco Mariotti, Herbert Rodríguez, Juan Javier Salazar, María Luy, Charo Noriega, Mariela Zevallos y Armando Williams, y discute a Mirko Lauer y Juan Acha. Es el «estudio de 2005» de referencia sobre Huayco al que remiten otras fuentes del capítulo; emplea «culminación» y «cristalización» al caracterizar el lugar del grupo, y no usa la fórmula «arte crítico»."
"Cap 2 - Historia","El Pabellón ha caído - Buntinx.md","1980-1992 (violencia política; obra pictórica de 1992; masacre de El Frontón, 1986)","Artículo de crítica de arte en prensa, 14-06-1992","Gustavo Buntinx; Elio Martuccelli; Juan Javier Salazar; Herbert Rodríguez; Jaime Higa; grupo Huayco; los NN; los Bestias; José Tola; Piero Quijano; Anselmo Carrera; Roy Lichtenstein; Diario La República (suplemento Culturas)","Artículo de Gustavo Buntinx publicado en el suplemento ""Culturas"" del diario La República el 14 de junio de 1992, concebido como crónica reflexiva y no como mero juicio de valor. El texto lee la plástica peruana como escenario privilegiado para registrar la subjetividad de un ""pequeño-burgués-ilustrado"" durante los doce años de violencia (1980-1992), esa frágil ""República de Weimar"" peruana en su ocaso. El objeto de estudio central es la exposición ""Se vende"" de Elio Martuccelli, arquitecto de vocación teórica situado en los márgenes entre los grupos Bestias y NN y vinculado a la plástica alternativa que arranca de Huayco. Buntinx se concentra en un cuadríptico donde Martuccelli reproduce páginas de un cómic editado por la Marina de Guerra sobre Miguel Grau (centenario de 1979), cuyo último recuadro reza ""¡El pabellón ha caído!"". El marco conceptual articula apropiación, cita y ""copia de la copia"": Martuccelli mira a Lichtenstein a través del Pop achorado de Juan Javier Salazar (su lámina de presidentes, 1980), reivindicando la brocha gorda artesanal frente al refinamiento tecnológico del pop norteamericano como signo de una modernidad fallida y periférica. Mediante mínimas intervenciones -reencuadres, ocultamiento de la franja roja de la bandera, transformación de ""fuego"" en ""ego""- la obra hace hablar las contradicciones reprimidas de la comunicación masiva y evoca el aniquilamiento de los presos de El Frontón y el crimen de María Elena Moyano. El aporte es una crítica que politiza lo íntimo: el pabellón caído figura el quiebre entre la intelectualidad joven y los mitos republicanos, irreversiblemente cancelados por defensores e impugnadores por igual."
"Cap 2 - Historia","Elera, Gonzales y Silva - Lunes de crítica 2017-2018. Convulsión y autoorganización.md","2014-2018 (programa Lunes de Crítica, oct. 2017 - mar. 2018)","Capítulo/ensayo en publicación, c. 2019","Andrea Elera; Gustavo Gonzales; Raúl Silva; Por una Comunidad de las Artes Visuales; Museo de Arte de San Marcos (MASM); Augusto del Valle; Juan Javier Salazar; Pabellón Peruano de la Bienal de Venecia; Proyecto Fugaz / Monumental Callao; Lugar de la Memoria (LUM); Sonia Cunliffe; PUCP-ENSABAP","Texto reflexivo de Andrea Elera, Gustavo Gonzales y Raúl Silva, integrantes del colectivo ""Por una Comunidad de las Artes Visuales"", que balancea la experiencia del programa ""Lunes de Crítica"" (quince mesas realizadas los lunes entre octubre de 2017 y marzo de 2018 en el Museo de Arte de San Marcos, MASM). El argumento central sostiene que la autoorganización y la subjetivación crítica de los trabajadores de las artes son respuestas necesarias frente a la informalidad laboral, la fragmentación y la captura privada del sistema artístico limeño. Los autores enumeran los ""exabruptos"" que entre 2014 y 2017 detonaron la formación del colectivo: el borrado de murales del Centro de Lima por la gestión de Castañeda Lossio, el plagio en el texto curatorial de ""Pasaporte para un Artista"", los vínculos de lavado de activos del proyecto Fugaz y la gentrificación de Monumental Callao, y sobre todo la polémica gestión y curaduría del Pabellón Peruano en la 57 Bienal de Venecia (2017), con la presentación póstuma de la obra de Juan Javier Salazar, que actuó como detonante organizativo. Describen la estructura pedagógica del programa en cinco unidades (sector público-privado, gestión cultural y ciudadanía, espacios en disputa, educación artística e investigación/crítica), reconociendo antecedentes en los ""Lunes de Crítica"" que Augusto del Valle dirigió en el MASM (2002-2004). El balance admite el desgaste logístico y el carácter autoformativo del proceso —más autoaprendizaje que aporte comunitario—, ejemplificado en la tensa mesa sobre Fugaz con Sonia Cunliffe, pero reivindica la articulación colectiva, la crítica devenida propuesta y la voz común como metas de largo aliento, asumiendo su sesgo limeño y centralista."
"Cap 2 - Historia","Entrevista - Flores Hora, David - 2026-04-16.transcripcion.md","2000-2020 (con referencias a los años 80)","Entrevista, 16-04-2026","David Flores Hora; Carlos Zevallos (entrevistador); Centro Cultural de España; Ricardo Ramón; Sala Luis Miró Quesada Garland; Luis Lama; Jorge Villacorta; José Carlos Mariátegui; Christian Bendayán; MALI; Natalia Majluf; Miguel López; ICPNA; Ministerio de Cultura (ARCOmadrid); LUM","Testimonio de David Flores Hora, historiador del arte sanmarquino y gestor cultural, recogido por Carlos Zevallos en el marco de una tesis doctoral sobre el «arte crítico» y su institucionalización en Lima. La entrevista reconstruye una trayectoria que enlaza la formación en San Marcos durante el ocaso del fujimorato (ingreso en 2000), la coordinación de artes visuales del Centro Cultural de España (2007-2010), el paso por la Sala Luis Miró Quesada Garland junto a Luis Lama, el ICPNA, el Ministerio de Cultura (coordinación de la presencia peruana en ARCOmadrid) y el LUM. Flores Hora sostiene una tesis periodizadora: la primera década de 2000 fue un momento de efervescencia donde «ser contemporáneo» equivalía a asumir una posición política y a intervenir el espacio expositivo, alimentada por la resaca de la Bienal de Lima y las redes latinoamericanas; a partir de 2011 sobreviene la institucionalización (viraje del MALI hacia lo contemporáneo hacia 2008), sucedida por lo que denomina «dictaduras» consecutivas de la crítica, la curaduría y, finalmente, el coleccionismo. El relato contrapone la libertad de un espacio de extranjería (España) a la precariedad estatal, y lamenta la pérdida del «potencial revolucionario» ante la economización del campo y el ascenso del artista global y del arte amazónico (Bendayán) como opción menos confrontacional. Menciona el proyecto de archivo CEDAP, portafolios con Natalia Majluf, Emilio Tarazona y Miguel López, y aboga por archivos vivos. Su posición combina nostalgia militante y una conciencia ética de la sobrevivencia profesional en un medio desfinanciado."
"Cap 2 - Historia","Entrevista - Germaná, Gabriela - 20 de noviembre.transcripcion.md","Años 80 y 90 y 2013-2025","Entrevista, 20 de noviembre (año no precisado)","Gabriela Germaná; Carlos Zevallos (entrevistador); Venuca Evanán; Violeta Quispe; tablas de Sarhua; MAC; MALI; Natalia Majluf; Miguel López; Pedro Pablo Alayza; ICPNA/IMNA; galería Ginsberg; Baró; Luis Lama; Claire Bishop","Entrevista a la historiadora del arte y curadora Gabriela Germ<200b>aná, especialista en artes populares y tablas de Sarhua, conducida por Carlos Zevallos para tensionar su hipótesis del «mandato crítico». Germaná matiza la noción de mandato, pero reconoce que la institucionalidad contemporánea hoy «da la bienvenida» e incorpora de inmediato discursos críticos —género, indigenidad, decolonialidad— que en los años ochenta permanecían marginales y solo fueron reconocidos a posteriori. El argumento articula tres ejes: la periodización del arte político peruano (los colectivos de los ochenta como indispensables para entender la década, frente al arte pro-gubernamental del velasquismo); su propia práctica curatorial de reivindicación de sujetos marginados (paridad de género, artistas regionales) en jurados de concursos como el del ICPNA/IMNA, el MUSE y Cultura, donde persisten tensiones generacionales entre «calidad estética» y postura política; y el caso de Venuca Evanán y Violeta Quispe, cuyo giro crítico —género, erotismo, memoria, retablos por la memoria— fue la condición que les abrió las puertas del arte contemporáneo, diferenciándolas del campo costumbrista del arte popular (series Piras Causa y Éxodo de los noventa, ingreso al MALI). Germaná problematiza el «extractivismo» de galerías internacionales (Baró, Ginsberg) que demandan producción sin diálogo, la fragilidad institucional local (MAC, MALI, gestión de Pedro Pablo Alayza), la sospecha ante el arte amazónico como inversión no confrontacional del coleccionismo, y el contraste con una historia del arte estadounidense más atravesada por raza, género y clase que la conservadora academia peruana. Reflexiona, además, sobre los límites del juicio crítico ante la producción indígena."
"Cap 2 - Historia","Entrevista - Hernández Calvo, Max - 7jul2025.transcripcion.md","1997-2015 (con referencias a los años 70)","Entrevista, 07-07-2025","Max Hernández Calvo; Carlos Zevallos (entrevistador); Miguel López; Emilio Tarazona; Juan Peralta; Bienales de Lima; Teresa Burga; MALI; Bard College; ICPNA/IMNA; Juan Carlos Verme; Carlos Marsano; Eduardo Hochschild; Alfonso García Miró","Conversación con el crítico y curador Max Hernández Calvo, sostenida con Carlos Zevallos en julio de 2025, centrada en la genealogía del «mandato crítico» y de la «lógica de proyecto» en el arte contemporáneo peruano. Hernández Calvo homologa el arte crítico con la producción de discurso y argumenta que los artistas jóvenes no perciben un mandato porque han sido formados dentro de un sistema que exige conceptualización previa, statement y portafolio; quienes sí lo leen como imposición externa suelen carecer de discurso, malinterpretándolo en clave esencialista o conspirativa. Reconstruye hitos institucionales: las Bienales de Lima de fines de los noventa (con Juan Peralta) que impulsaron la postulación mediante proyectos de instalación; su propia experiencia en la Bienal Nacional (1998) y en el MFA de baja residencia de Bard College (2005-2007), cuya estructura de crítica grupal evidenciaba la centralidad del discurso. Sitúa entre 2010 y 2015 la consolidación del mandato, ligada al viraje del MALI hacia lo contemporáneo, la aparición de ferias (Lima Foto, ArtLima), galerías nuevas (Revólver) y el redescubrimiento de Teresa Burga y del conceptualismo de los sesenta-setenta por Miguel López y Emilio Tarazona. Analiza los concursos (IMNA desde 2018, Pasaporte para un Artista, Artus) como síntoma del cambio, y la formación de coleccionistas (CAAC, 2006; Verme, Marsano, Hochschild, García Miró) entrenados en circuitos internacionales orientados al discurso. Cierra con una tesis sobre el extractivismo: la escena local colapsa tras las crisis políticas de 2016-2021 y la pandemia, y el artista deviene materia prima exportable, sostenido económicamente por galerías y compradores extranjeros."
"Cap 2 - Historia","Entrevista - Lerner, Sharon - sin fecha.transcripcion.md","2007-2025 (historia de la colección del MALI)","Entrevista, s/f (transcripción 2026)","Sharon Lerner; Carlos Zevallos (entrevistador); MALI; Natalia Majluf; Tatiana Cuevas; Jorge Villacorta; Rodrigo Quijano; Miguel López; Julieta González; Florencia Portocarrero; Goethe Institut; Ricardo Kusunoki","Entrevista a Sharon Lerner, curadora de arte contemporáneo y directora del MALI, realizada por Carlos Zevallos (transcripción de 2026). Lerner sostiene que el museo no maneja una definición taxativa de «arte contemporáneo»: se trata de un corte histórico en permanente redefinición, discutido cíclicamente con el comité académico, los asesores rotativos del Comité de Adquisiciones de Arte Contemporáneo y encuentros especializados. Reconstruye dos momentos de revisión: el volumen editado con fondo Sura (2013), heredado de Tatiana Cuevas, con ensayos de asesores (Villacorta, Quijano, Miguel López) y una conversación editada por Villacorta que expone tensiones y «discontinuidades»; y el encuentro de 2015 (con apoyo del Goethe Institut y a instancias de Julieta González) para la creación de un fondo amazónico, que reconocía institucionalmente una escena preexistente. Frente a la hipótesis del «mandato crítico», Lerner precisa que la criticidad es parte constitutiva de la práctica contemporánea, pero no un requisito excluyente ni un factor disuasivo: el museo posee obra crítica con la propia institución, y los criterios de adquisición (votación, pertinencia discursiva, conservación, precio) son múltiples. Distingue entre obras que «encarnan» (embody) discurso y aquellas meramente «formulaicas» que exhiben etiquetas. Subraya la ventaja comparativa del MALI como museo panorámico —que cruza lo precolombino, textil, popular y contemporáneo— y su rol de facto como único coleccionista sostenido ante la ausencia de otras instituciones. Explica que se expone solo por invitación curatorial, atendiendo vacíos (presencia femenina, perspectivas queer señaladas por Miguel López), y anuncia un futuro concurso de intervenciones y la proyectada expansión hacia salas del siglo XXI."
"Cap 2 - Historia","Entrevista - Rebaza Torres, Alberto - 2023-10-12 (editada).docx","Fines de los años 90 - 2023","Entrevista, 12-10-2023 (editada)","Alberto Rebaza Torres; Carlos Zevallos Trigoso (entrevistador); MALI; CAAC; Ginette Fernández; Residencia de Al Lado; Bienal de Venecia; Museo Reina Sofía; Guggenheim; Eduardo Hochschild; Juan Carlos Verme; Carlos Marsano; ICPNA; Sandra Gamarra","Entrevista editada a Alberto Rebaza Torres —abogado, coleccionista y presidente del consejo directivo del MALI, además de expresidente del Comité de Adquisiciones de Arte Contemporáneo—, conducida por Carlos Zevallos Trigoso en octubre de 2023. Rebaza narra el origen de su coleccionismo a fines de los noventa, orientado inicial y deliberadamente al arte peruano contemporáneo y luego extendido a lo latinoamericano, bajo la convicción de una «misión»: que el coleccionismo local funcione como primera plataforma de desarrollo para los artistas. Ubica en 2006 la formación del CAAC como factor de cohesión de un grupo de coleccionistas peruanos que ganó visibilidad en ferias regionales e internacionales (ArteBA, ARTBO, Zona Maco, Art Basel). El testimonio articula una teoría del coleccionismo como «proselitismo del arte» que, con el tiempo, debilita la sensación de propiedad y migra hacia la filantropía y el fortalecimiento institucional, ante la ausencia del Estado. Distingue el potencial «colectivo» del coleccionista frente al potencial «de a uno» del galerista, y enfatiza la complementariedad de roles (galerías, ferias, curadores, residencias) en una carrera artística sin hitos claros. Reivindica su Residencia de Al Lado (con Ginette Fernández) y menciona a otros agentes (Hochschild-MAC, Verme-MALI, Marsano-ARTUS, Mulder, Barreda). Sobre su criterio personal, prioriza la tríada contenido, inteligencia y estética, y diferencia expresamente su línea de coleccionismo de la línea curatorial del MALI —más volcada a violencia, territorio, género e historia, próxima al Reina Sofía—. El documento es fuente clave para analizar la perspectiva del coleccionismo y la filantropía en la institucionalización del arte contemporáneo peruano."
"Cap 2 - Historia","Entrevista - Tokeshi, Eduardo - sin fecha.transcripcion.md","1980-2002","Entrevista, s/f","Eduardo Tokeshi; Carlos Zevallos (entrevistador); PUCP; Gustavo Buntinx; Luis Lama; E.P.S. Huayco; Herbert Rodríguez; Bienal de Lima; Emilio Rodríguez Larraín; Jorge Eduardo Eielson; Luis Camnitzer; Óscar Muñoz","Entrevista al artista Eduardo Tokeshi (n. 1960), conducida por Carlos Zevallos, que reconstruye su formación y la génesis de su obra más reconocida en el contexto de la violencia política peruana. Tokeshi relata su tránsito de la arquitectura a la especialidad de pintura en la PUCP hacia 1983, dentro de la clásica división entre la Católica (abstracción) y Bellas Artes (figuración), y su desmarque del canon al incorporar recortes periodísticos, objetos y materiales no pictóricos. Sitúa en 1985 la primera «Bandera» —cosida, rellena, tensada—, realizada por pulsión antes que como gesto deliberadamente contemporáneo, que inaugura una serie sostenida hasta 2001-2002 como sublimación de la violencia, el duelo y la reconstrucción de la nación. El testimonio historiza el surgimiento de lo contemporáneo local: la muestra «Algo va a pasar» (1987) organizada por Gustavo Buntinx, la Bienal de Trujillo (1987), las Bienales de Lima de los noventa y la labor de Luis Lama trayendo a Camnitzer y Óscar Muñoz. Analiza la profesionalización del campo en los noventa (idea de «proyecto», statements, portafolios, cambios de currícula), el desfase o «refracción» respecto de los centros internacionales (São Paulo, León) y la posterior consolidación de la figura del curador. Contrapone su disidencia formativa —hacer lo deseado siempre que pudiera sustentarlo— a la incorporación curricular del perfil «crítico» como expectativa. Cierra describiendo el proceso material de «Bandera VIII», con bolsas de transfusión llenas de falsa sangre y sal (símbolo de la saladera), asociada a su pertenencia a un club RH negativo, como emblema de una patria en cuidados intensivos."
"Cap 2 - Historia","Entrevista - Villacorta, Jorge - 2026-05-06.transcripcion.md","años 1970-2026 (énfasis en el arte crítico de los 80 a los 2020)","Entrevista (transcripción sin refinar), 06-05-2026","Jorge Villacorta; Andreas Huyssen; Mirko Lauer; Herbert Rodríguez; Hans Haacke; Elena Tejada; Giuliana Borea; Luis Lama; Sharon Lerner; Isaac Ernesto; MALI; Bienal de Lima; E.P.S. Huayco","Extensa entrevista al curador y crítico Jorge Villacorta conducida por un investigador que prepara una tesis sobre la institucionalización del arte crítico en el Perú. Villacorta reconstruye la genealogía personal de su noción de arte crítico, armada sin bibliografía sistemática a partir de lecturas dispersas (Huyssen, Buchloh, Osborne, Greil Marcus), del Dadá y el surrealismo vistos en 1972 en el Museo de Arte Italiano, del punk británico y del constructivismo soviético. Sostiene que lo crítico no es categoría académica sino que se construye en la brega, en las luchas simbólicas por derechos, y prefiere hablar de criticidad más que de arte crítico. El diálogo interroga cómo la alternatividad disidente de los años noventa ingresó al museo y devino mandato para artistas jóvenes, articulándose con el vocabulario institucional global de lo decolonial, el género y lo queer. Villacorta introduce la tesis de que en Lima el arte existe fuera de una esfera pública dinamitada, contrasta la consolidación del arte contemporáneo en la Bienal de Trujillo (1987) frente a la Bienal de Lima (1997), y analiza la crítica institucional ausente (Haacke, Hito Steyerl, Andrea Fraser). Comenta casos peruanos: la performance de Elena Tejada, el DNI gigante de Camposano, obras de Flavia Gandolfo, Javi Vargas, Pierina Márquez, la censura a Herbert Rodríguez y Juan Dávila, y el concepto foucaultiano de parresía aplicado a Eduardo Villanes e Isaac Ernesto. Reflexiona además sobre el tutelaje del curador, la lógica de proyecto, el statement y la ansiedad teórica en la formación artística universitaria, y la polémica de Luis Lama contra su curaduría del premio ICPNA."
"Cap 2 - Historia","Entrevista - Villacorta, Jorge - 2026-06-08.transcripcion.md","años 1960-2026 (con foco en 1997-2001 y el arte crítico de los 80)","Entrevista (transcripción sin refinar), 08-06-2026","Jorge Villacorta; Mirko Lauer; Juan Acha; Emilio Adolfo Westphalen (Cisneros/Szyszlo); Giuliana Borea; Gerardo Chávez; Sandra Gamarra; Sharon Lerner; Giselle Ordaz; Jacques Peignet; MALI; Alianza Francesa; Fundación Wiese; Pasaporte para un Artista","Segunda sesión de la entrevista a Jorge Villacorta, centrada en el origen de la crítica de arte peruana, el coleccionismo y la génesis del concurso Pasaporte para un Artista. Villacorta sitúa el nacimiento del arte crítico local en la tensión de los años setenta-ochenta entre críticos y artistas: el volante de Mirko Lauer para E.P.S. Huayco en Galería Forum, la polémica de Ortiz de Ceballos sobre Rafael Hastings y la respuesta de Szyszlo a sus críticos. Formula la hipótesis, que juzga irónica, de que la noción de arte crítico quedó instalada como sentido común justo cuando ya casi no hay críticos activos. Discute críticamente la periodización y los veinte conceptos que Giuliana Borea propone para el paso del arte moderno al contemporáneo, señalando que su libro mira la escena limeña por una ventana demasiado estrecha e ignora las motivaciones del coleccionismo. Caracteriza al coleccionista peruano como desapegado, no obsesivo y guiado por la decoración, contrastándolo con los mecenazgos brasileño y mexicano; cita el caso dramático del retorno de Gerardo Chávez y la 'nacionalización' española de Sandra Gamarra. Analiza la precariedad estructural de las instituciones (MALI, ICPNA), su hermetismo y estructura de comités, y aplica la lectura reparativa de Sedgwick frente a la paranoica. La parte más extensa reconstruye con detalle la creación de Pasaporte para un Artista (1997-1998) en el marco de la política cultural francesa, la Embajada, Mazzoni y Peignet, y las experiencias de los primeros ganadores (Bedoya, Fito Espinosa, Elena Tejada, Bendayán)."
"Cap 2 - Historia","Flynn, Iñigo Clavo, Lemos y Portocarrero - Introduction. Artistic practice and the unmaking of coloniality (2026) [Unmaking to Make].md","1990-2024 (giro decolonial contemporáneo, con referencia al legado colonial de 500 años)","Introducción de libro académico (volumen editado), 2026","Alex Ungprateeb Flynn; María Iñigo Clavo; Beatriz Lemos; Florencia Portocarrero; Sandra Gamarra; Cildo Meireles; Walter Mignolo; Aníbal Quijano; Silvia Rivera Cusicanqui; Grupo Modernidad/Colonialidad; MACBA; Bienal de Venecia","Introducción al volumen colectivo 'Unmaking to Make', que reorienta hacia América Latina el horizonte teórico de la práctica artística frente a la colonialidad. Los cuatro editores parten de la constatación de que el trabajo 'descolonizador' se ha vuelto norma institucional en el arte contemporáneo del Norte global, mera casilla a marcar, ilustrando cómo lo que fue posición periférica y experimental deviene marco hegemónico (ejemplificado con los bicentenarios latinoamericanos, la exposición 'Buen Gobierno' de Sandra Gamarra en Madrid, el simposio del MACBA, el informe Sarr-Savoy y la Bienal de Venecia 'Foreigners Everywhere'). Su tesis central es que la práctica artística no puede reducirse a hacer visibles teorías producidas por la academia: posee un potencial generativo y especulativo propio para imaginar y proponer mundos, situándose en relación de igualdad y no de subordinación respecto al trabajo académico. El texto revisa críticamente el corpus de la teoría decolonial del Grupo Modernidad/Colonialidad (Mignolo, Quijano, Grosfoguel, Escobar, Dussel, Lugones, Maldonado-Torres), sus diferencias con el poscolonialismo anglófono y las objeciones que ha recibido —de Rivera Cusicanqui, Aura Cumes, Adusei-Poku— por su elitismo, su tendencia a subsumir el pensamiento feminista negro y a apropiarse post hoc de autores. Frente a ello, los editores privilegian epistemologías situadas y la noción de pluriverso (de la Cadena, Blaser), conceptos como amefricanidade y contra-colonialismo, y una metodología curatorial y editorial atenta a la remuneración justa, la traducción y la asimetría de poder. Anuncian cuatro ejes: contragenealogías, instituciones, descolonización del lenguaje y futuros, abriendo con la obra 'Cruzeiro do Sul' de Cildo Meireles."
"Cap 2 - Historia","Gamboa - Fuego cruzado en la Bienal de Arte de Lima.md","1997 (I Bienal de Arte de Lima)","Artículo periodístico / crónica de revista, c. 1997","Jeremías Gamboa; Luis Lama; Raquel Tibol; Néstor García Canclini; Llilian Llanés; Aracy Amaral; Bélgica Rodríguez; Edward Sullivan; Alberto Andrade; Luz María Bedoya; Natalia Iguíñiz; Centro de Artes Visuales de Lima","Crónica periodística de Jeremías Gamboa sobre la polémica desatada en la I Bienal de Arte de Lima (1997), organizada por Luis Lama con una inversión cercana al millón de dólares, más de 150 expositores y casi un millón y medio de visitantes en el centro histórico. El texto reconstruye el 'fuego cruzado' provocado por la crítica mexicana Raquel Tibol, quien en las mesas de conversación y luego en la revista Proceso denunció la falta de reflexión y rigor del evento y su desbalance grotesco: 129 peruanos frente a 33 extranjeros, lo que convertía la muestra en un festival de plástica peruana antes que en una bienal iberoamericana. Gamboa rastrea el origen del problema en la composición excesivamente numerosa y heterogénea del comité de selección —cuatro escuelas, trece galerías y ocho críticos, entre ellos Castrillón, Lauer, Majluf, Wuffarden y el propio Villacorta— cuyo criterio 'democrático' permitió que cualquiera con un solo voto expusiera, con proclividad de los galeristas hacia sus propios artistas. Contrasta este modelo con la depuración conceptual de la Bienal de La Habana (Llilian Llanés) y con la ausencia de un concepto integrador eficaz, señalando que la 'pluralidad cultural' figuraba en las bases pero pocos la advertían, salvo García Canclini. El artículo recoge además elogios internacionales al trabajo de Luz María Bedoya y Natalia Iguíñiz, y un recuadro dedicado al debate paralelo sobre la existencia o no de un 'arte latinoamericano', con posturas encontradas de Lama y Bélgica Rodríguez frente a García Canclini y Edward Sullivan."
