"Carpeta","Archivo","Año referenciado","Periodo (creación/realización/archivo)","Personas e instituciones","Resumen académico"
"Teoría","Becker, Wiens y Acker - The Artist in Society. Rights, Roles, and Responsibilities (1995) [Chicago, ISBN 9780964785502].md","Estados Unidos, décadas de 1980-1990 (guerras culturales, era Reagan-Bush-Clinton)","Libro (actas de congreso), 1995","Carol Becker; Ann Wiens (eds.); Henry A. Giroux; Page duBois; Homi K. Bhabha; Kathy Acker; Michael Eric Dyson; Michael Brenson; Ronne Hartfield; New Art Examiner Press; School of the Art Institute of Chicago; Fundación MacArthur","Antología de ensayos derivados de la conferencia homónima celebrada en octubre de 1994 en la School of the Art Institute of Chicago, editada por Carol Becker y Ann Wiens como continuación de The Subversive Imagination (1994). El volumen interroga los derechos, roles y responsabilidades del artista en la sociedad estadounidense en plena «guerra cultural», con el trasfondo de los recortes al financiamiento público y los ataques conservadores. Los aportes son heterogéneos: Giroux reformula al artista como «trabajador cultural» e «intelectual fronterizo», ligando pedagogía crítica, esfera pública y democracia radical; duBois usa la antigüedad griega y a Rancière para impugnar la apropiación reaccionaria (Bennett, Bloom) de lo clásico y defender una democratización radical del arte y la redistribución de la riqueza; Bhabha propone un «secularismo subalterno» y una identidad performativa e híbrida (Kruger, Piper, Rushdie, Fugard) frente a las oposiciones binarias de Kramer; Acker rastrea la genealogía de la marginalización del escritor (Baudelaire, Rimbaud, Artaud, Deleuze-Guattari) y la censura contemporánea a partir de su experiencia con la Proposición Uno de Idaho; Dyson defiende el gangsta rap como «arte de raza» que expone, sin ser censurado, las patologías sociales del capitalismo y del racismo. Becker analiza la confusión entre lo público y lo privado (Sennett) y la supervivencia espiritual del artista tras el colapso del mercado. El marco conceptual común articula pedagogía crítica, poscolonialidad, política de la identidad y esfera pública democrática. Su posición es militante: reivindicar el arte como práctica de negación, riesgo y construcción de espacios públicos frente al neoconservadurismo."
"Teoría","Bishop - The Social Turn. Collaboration and Its Discontents.md","n/d (arte contemporáneo participativo, décadas de 1990-2010; política cultural británica y europea)","Capítulo de libro (introducción de Artificial Hells), ca. 2012 (a partir del ensayo homónimo, 2006)","Claire Bishop; Jacques Rancière; Grant Kester; Nicolas Bourriaud; Guy Debord; Maria Lind; Oda Projesi; Thomas Hirschhorn; Jeremy Deller; Jacques Lacan; Superflex; New Labour","Bishop examina críticamente el «giro social» del arte contemporáneo -las prácticas participativas y colaborativas- y sus discursos legitimadores, que suelen anclarse en la crítica del espectáculo (Debord) y en una valorización acrítica de la colectividad frente al individuo neoliberal. Su tesis es que la urgencia del proyecto social ha vuelto casi imposible discutir estas obras como arte: al no poder fracasar, quedan exentas de crítica y se evalúan mediante criterios éticos y sociológicos (buenos/malos modelos de colaboración, renuncia a la autoría, resultados verificables) que resultan indistinguibles de la política cultural de la inclusión social de New Labour, donde participación y creatividad se instrumentalizan para producir ciudadanos autoadministrados. Contra este «giro ético» -y siguiendo a Rancière- reivindica lo estético como aisthesis, régimen autónomo de experiencia irreductible a la moral, atravesado por la tensión constitutiva entre autonomía y heteronomía del arte. Critica a Kester y a Lind por privilegiar la empatía y la renuncia autoral (Oda Projesi frente a Hirschhorn) sobre la especificidad artística, y propone una fidelidad lacaniana a la singularidad de cada proyecto, valorando la incomodidad, el antagonismo y la ambigüedad. El análisis extenso de The Battle of Orgreave (2001) de Jeremy Deller ejemplifica una «realidad dirigida» que dialoga simultáneamente con historia social e historia del arte, cuya potencia deriva de su singularidad y no de su ejemplaridad replicable. El aporte reside en recuperar un lenguaje estético para juzgar el arte participativo sin sacrificarlo en el altar del cambio social."
"Teoría","Bourdieu - The Field of Cultural Production, or, The Economic World Reversed.md","n/d (con ejemplos del campo literario francés del siglo XIX)","Ensayo académico, 1983 (recopilado en The Field of Cultural Production, 1993)","Pierre Bourdieu; Michel Foucault; Howard Becker; Ferdinand de Saussure; Max Weber; Itamar Even-Zohar; Stéphane Mallarmé; Ernst Cassirer","Bourdieu construye una teoría relacional del campo de producción cultural que rompe con la visión sustancialista del «gran creador» individual. El campo literario o artístico se define como un espacio de posiciones y de tomas de posición inseparables, estructurado por la distribución del capital específico (el reconocimiento) y funcionando a la vez como campo de fuerzas y campo de luchas por conservarlo o transformarlo. El sentido de una obra cambia con cada modificación del universo de posibles coexistentes. Frente al análisis interno (formalista, semiológico, la «intertextualidad» de los formalistas rusos y Even-Zohar) y al foucaultiano «campo de posibilidades estratégicas» -que rechaza remitir los discursos a sus condiciones sociales de producción-, y frente al reduccionismo economicista y a la sociología interaccionista del «mundo del arte» de Becker, Bourdieu insiste en articular las tomas de posición con la estructura de posiciones. El campo cultural ocupa una posición dominada dentro del campo del poder y se ordena por una doble jerarquía: el principio heterónomo (éxito comercial, «arte burgués») y el principio autónomo (consagración específica, «arte por el arte»), configurando una «economía invertida» donde el desinterés y el fracaso temporal operan como signos de elección. La obra existe como tal solo por la creencia colectiva que la instituye; por ello la ciencia del arte debe incluir a los productores de valor -críticos, editores, galeristas, docentes, museos- que fabrican la creencia. El aporte decisivo es pensar la obra como manifestación del campo entero, mediante homologías entre el campo cultural, el campo del poder y el espacio de clases."
"Teoría","Chumley y Harkness - Introduction. Qualia (2013) [Anthropological Theory 13(1-2), pp. 3-11].md","n/d","Artículo académico (introducción a número especial), 2013","Lily Hope Chumley (New York University); Nicholas Harkness (Harvard University); Anthropological Theory; C. S. Peirce; Nancy Munn; Michael Silverstein; Pierre Bourdieu; Franz Boas; Benjamin Lee Whorf; Susan Gal","Introducción al número especial «QUALIA» de Anthropological Theory, que propone el concepto semióticamente teorizado de qualia como herramienta para la antropología de los sentidos, la materialidad, la corporalidad, la estética y el afecto. Los qualia son experiencias de cualidades sensibles (colores, texturas, sonidos, olores) y sentimientos (saciedad, ansiedad, proximidad, otredad); la tesis central es que no constituyen experiencias mentales meramente subjetivas, sino eventos socioculturales de orientación y evaluación «cuálica». Metodológicamente, el número se distancia de las cualidades como propiedades de las cosas «en el mundo» para atender a la experiencia de las cualidades como hecho de la vida sociocultural, evitando las divisiones incómodas entre lo consciente/inconsciente y lo cognitivo/corporal. El marco recupera una genealogía antropológica (Boas sobre los «sonidos alternantes», Sapir-Whorf, Evans-Pritchard, la noción de habitus en Bourdieu) y se ancla específicamente en la semiótica de Peirce -cualidad como primeridad, quale como segundidad, cualisigno como terceridad- y en The Fame of Gawa (1986) de Nancy Munn, cuyo «cualisigno de valor» mostró cómo cualidades como ligereza u oscuridad producen valor y «espaciotiempos intersubjetivos». Se subraya el papel de la iconicidad indexical y de la convencionalización de los cualisignos en el logro intersubjetivo de experiencia compartida, y se invoca la «teoría del efecto de teoría» de Bourdieu. La introducción reseña los ensayos del número (Harkness, Gal, Hankins, Lemon, Ralph, Silverstein, Munn, Calvão, Chumley), articulando materialidad, corporalidad, estética y afecto como dominios convergentes en torno a los qualia, en homenaje a la obra de Munn."
"Teoría","Cánepa Koch - El neoliberalismo como régimen cultural. Gubernamentalidad y ciudadanías performativas.md","Fines del s. XX–2018 (Perú; con referencias a las décadas de 1980-2010)","Capítulo de libro, s/f (posterior a 2019)","Gisela Cánepa Koch; Pontificia Universidad Católica del Perú (PUCP); Michel Foucault; Nikolas Rose; Thomas Lemke; Ulrich Bröckling; Isabel Lorey; Wendy Brown; Victor Turner; Richard Schechner; Jon McKenzie; Jean y John Comaroff; Arjun Appadurai; Félix Lossio","Cánepa Koch propone la noción de «neoliberalismo como régimen cultural» para analizar la reconfiguración de la relación entre cultura y poder en el Perú posterior a la dictadura fujimorista y las reformas de mercado. Partiendo de viñetas etnográficas (el boom gastronómico, la Marca Perú, el coaching, la hinchada del Mundial, Ni Una Menos), argumenta que un principio de racionalidad empresarial adquiere fuerza normativa que rebasa el ámbito económico y modela subjetividades, ciudadanías y proyectos de nación. Su marco combina la gubernamentalidad, el biopoder y las tecnologías del yo de Foucault y los estudios de gubernamentalidad (Rose, Lemke, Bröckling) con la teoría del performance (Turner, Schechner, McKenzie). Frente al «empresario de sí mismo» foucaultiano y al homo economicus, propone la figura del homo performance: un sujeto productor de contenidos y diseñador de conductas evaluado por su desempeño. El texto se organiza en tres ejes: la épica emprendedora como fuerza fundacional y normativa que refunda nación y reconocimiento ciudadano; el mandato de la participación, articulado a valores morales y afectivos (solidaridad, éxito) que instituye una «ciudadanía performativa» precaria; y la gubernamentalización de los repertorios escénicos y expresivos como tecnologías del yo. Su aporte central es desesencializar el «ethos emprendedor» culturalista, mostrando cómo naturaliza brechas estructurales de clase, raza, etnicidad y género, reinscribe exclusiones (emprendedor vs. empresario, oportunidad vs. necesidad) y despolitiza mediante la «banalización» y «branderización» de la política. Insiste en un abordaje etnográfico atento a las tensiones entre dominación y emancipación, y a la agencia de los sectores populares."
"Teoría","Cánepa Koch - Materialidades y memorias en disputa. Prácticas de archivo y museos (2024) [Antropologías visuales latinoamericanas, cap. 2, con los preliminares del libro].md","Época colonial–presente (con foco en los s. XX-XXI latinoamericanos)","Capítulo de libro, 2024","Gisela Cánepa; Pamela Cevallos; Sandra Rozental; Giuliana Borea; Alonso Quinteros; FLACSO Ecuador; Fondo Editorial PUCP; Arjun Appadurai; Benedict Anderson; Bruno Latour; Alfred Gell; Marisol de la Cadena","Capítulo escrito por Cánepa, Cevallos y Rozental para el volumen «Antropologías visuales latinoamericanas», que examina museos y archivos como instituciones y prácticas interrelacionadas desde el giro hacia la cultura material y las materialidades. Recurriendo a la «vida social de las cosas» de Appadurai, a Latour, Gell, Miller y la ontología de De la Cadena y Blaser, las autoras entienden el archivo y el museo no como meros contenedores o infraestructuras, sino como dispositivos gubernamentales y de producción de conocimiento que, mediante prácticas de colección, clasificación, preservación y exhibición, dan forma discursiva y performativa a una idea del mundo, definiendo la otredad y conformando naciones. El objeto de estudio es la producción latinoamericana sobre estas prácticas, organizada en dos ejes: «museos y museificación de historia, memoria y patrimonio» y «archivos y contrarchivos, conocimiento, memoria y aspiraciones». El argumento sitúa a la región como narrada desde el despojo, la desposesión y la desaparición —colonial, dictatorial y neoliberal—, pero también como espacio de revitalización cultural, políticas de identidad y batallas por la memoria. Las autoras reflexionan críticamente sobre su propio «localismo» nacionalista y sobre la pertinencia del adjetivo «latinoamericano». Discuten la geopolítica eurocéntrica del conocimiento, la patrimonialización neoliberal de la diversidad, y el papel de las tecnologías digitales en la democratización y en nuevas brechas. Como aporte, invitan a la antropología visual a historizar la disciplina y a experimentar etnográfica y curatorialmente, concibiendo al etnógrafo como coleccionista y curador. Un epílogo conecta estas reflexiones con las protestas sociales y la pandemia de covid-19 y sus contra-archivos."
"Teoría","Enwezor - The Postcolonial Constellation. Contemporary Art in a State of Permanent Transition.md","n/d (con foco en el arte moderno y contemporáneo, s. XX–XXI)","Ensayo académico, 2003 [reeditado en Antinomies of Art and Culture, 2008]","Okwui Enwezor; Édouard Glissant; Michel Foucault; Peter Bürger; Walter Benjamin; Marcel Duchamp; Homi Bhabha; James Clifford; Pierre Bourdieu; Hal Foster; Jean-Hubert Martin; Tate Modern; Museum of Modern Art (MoMA); revista October","Enwezor propone la «constelación poscolonial» como marco para pensar el arte contemporáneo en un «estado de transición permanente». Su tesis es que la globalización tras el imperialismo configura una situación geopolítica que sitúa la producción, difusión y recepción del arte dentro de relaciones de poder profundamente entrelazadas, herederas de las oposiciones binarias entre culturas propias de la modernidad clásica. Apoyándose en Glissant (creolización, convergencias) y en la problematización foucaultiana, sostiene que la historia del arte moderno se asienta en la intersección entre discursos imperiales y poscoloniales, y que su narrativa —anclada en la autonomía del arte (Bürger, el l'art pour l'art)— se ve fracturada por brechas como el «efecto Duchamp», el aura de Benjamin y el encuentro con la escultura africana y oceánica. El objeto de análisis es el sistema de exposiciones y la figura del curador. Mediante una crítica minuciosa del montaje inaugural de la Tate Modern (2000), denuncia un «ventriloquismo etnográfico» y una violencia epistemológica que subordina el arte no occidental a la totalización modernista, contrastándolo con Magiciens de la Terre y la revista October. Enwezor identifica cinco «efectos» de la complejidad contemporánea: la proliferación y mutación de formatos expositivos; la descolonización y la identidad nacional; la explosión de procedimientos artísticos heterogéneos; la mediatización y espectacularización museística; y la globalización económica y digital. Su aporte es cuestionar la posibilidad de un juicio único y universal sobre el arte, proponer al curador como productor de pensamiento reflexivo, y afirmar nuevas «geografías de la cultura» transversales, asincrónicas y descentradas."
"Teoría","Fassin - Crisis [entrada de Words and Worlds. A Lexicon for Dark Times, contenedor sin confirmar].md","n/d (recorrido histórico de la Antigüedad griega al presente s. XXI)","Entrada de léxico/capítulo de libro, s/f (posterior a 2020)","Didier Fassin; Veena Das; Reinhart Koselleck; Michel Foucault; Émile Benveniste; Janet Roitman; Jacques Derrida; Talal Asad; Axel Honneth; Ludwig Wittgenstein; Luc Boltanski y Ève Chiapello; Antonio Gramsci","Entrada de léxico en que Fassin examina la omnipresencia del lenguaje de la crisis en las sociedades contemporáneas. Distingue entre vivir en un «mundo de crisis» y habitar un «mundo en crisis», y aborda la cuestión desde tres perspectivas. Primero, una exploración filológica y genealógica: el término griego krisis vincula indisociablemente el momento decisivo (jurídico, religioso, médico) y su juicio, por lo que crisis y crítica están etimológicamente unidas; siguiendo a Koselleck y Foucault, muestra las tensiones entre lecturas teleológicas y pragmáticas de la crisis y discute si esta es una firma de la modernidad occidental (objeción de Talal Asad). Segundo, una indagación sociológica del «mundo de crisis»: toda crisis combina un hecho objetivo (producción social del problema) y uno subjetivo (su construcción y problematización). Mediante casos etnográficos propios (saturnismo infantil, violencia policial, crisis migratoria, inseguridad en Francia, intervenciones humanitarias), introduce el concepto de autoría (Benveniste): quién tiene autoridad para nombrar una crisis y qué autoriza o censura ese nombramiento; señala crisis invisibilizadas de los dominados y crisis fabricadas por los dominantes. Tercero, una reflexión antropológica sobre el «mundo en crisis» como forma de vida (Wittgenstein) y punto ciego (Roitman): la crítica reside en deconstruir la crisis como dato dado. Como aporte metodológico, propone tres cautelas: evitar la singularización de la crisis, resistir el presentismo y desprovincializar la mirada etnocéntrica occidental. Cierra invocando a Gramsci —lo viejo que muere y lo nuevo que no puede nacer— y reivindicando el papel modesto pero riguroso del científico social."
"Teoría","Fassin - How Is Critique? (2019) [A Time for Critique, Fassin y Harcourt eds., Columbia UP, cap. 1, pp. 13-35].md","Décadas de 1960-70 y de 2000-2010 (Francia y Estados Unidos)","Capítulo de libro, 2019","Didier Fassin; Bernard Harcourt; Columbia University Press; Michel Foucault; Pierre Bourdieu; Luc Boltanski; Jean-Paul Sartre; Mario Savio; Howard Becker; Michael Burawoy; Wendy Brown; Frankfurt School","Fassin desplaza la célebre pregunta foucaultiana «¿qué es la crítica?» hacia «¿cómo está la crítica?», es decir, un diagnóstico casi clínico sobre la salud del pensamiento crítico en el momento contemporáneo. Su tesis es que la presencia pública de la crítica se ha transformado considerablemente en el último medio siglo: ha perdido buena parte de su filo radical y su legitimidad académica, quedando confinada a círculos marginales, aunque el proceso no es lineal ni unívoco y surgen expresiones novedosas. Insiste en contextualizar la crítica temporal y espacialmente, concentrándose en dos periodos (los años 1960-70 y los 2000-10) y dos países (Francia y Estados Unidos). El análisis se despliega en tres niveles. Los contextos: del efervescente radicalismo anticolonial y anticapitalista (Sartre, Fanon, la Escuela de Frankfurt, la teoría francesa, Berkeley) al backlash neoliberal y de derecha tras la caída del Muro. Los campos: la interpenetración del mundo académico, la esfera pública, la arena política y el ámbito económico, donde la presión externa del neoliberalismo (Wendy Brown) y la interna del positivismo reducen el espacio crítico mediante una reductio ad scholam que contiene la crítica sin censurarla. Las disciplinas: toma la sociología como caso, con su giro positivista y el debate Bourdieu–Boltanski entre sociología crítica y sociología de la crítica. Como aporte, y frente a los anuncios de la «muerte de la crítica», Fassin rechaza el pesimismo: las restricciones estimulan alianzas, redes y, sobre todo, formas emergentes de crítica en la sociedad (Me Too, Black Lives Matter, chalecos amarillos, Standing Rock)."
"Teoría","Fassin y Honneth - Introduction. The Heuristic of Crises. Reclaiming Critical Voices (2022) [Crisis under Critique, Columbia UP, pp. 1-8].md","Contemporáneo (s. XXI; con casos desde 1918)","Introducción de libro, 2022","Didier Fassin; Axel Honneth; Columbia University Press; Clara Mattei; Rowena Xiaoqing He; Rodrigo Cordero; Robin Celikates; Behrouz Boochani; Michael Walzer; Anne-Claire Defossez; Jorge Luis Borges","Introducción de Fassin y Honneth al volumen colectivo «Crisis under Critique», que reorienta el estudio de las crisis. Frente a la normalización paradójica del lenguaje de crisis —que evoca la taxonomía borgeana— y al dilema filosófico entre nominalismo y realismo, los editores no preguntan qué son las crisis desde fuera, sino qué ven, cómo participan y cómo responden quienes las viven desde dentro. Este desplazamiento epistemológico va del diagnóstico de las crisis a una «heurística de las crisis»: qué tipo de conocimiento y de crítica generan trabajadores, campesinos, estudiantes, refugiados, tecnócratas, intelectuales o ciudadanos comunes en situaciones críticas. La tesis central es que las crisis son coproducciones: reveladoras de estructuras antes imperceptibles y a la vez resignificadas por los propios afectados, de modo que son simultáneamente producidas y productivas socialmente; además, se inscriben en múltiples temporalidades (presente urgente, pasado movilizado, futuro en disputa) y en capas semánticas, cognitivas, afectivas y físicas. El volumen reúne antropólogos, sociólogos, historiadores, economistas, filósofos y politólogos, con casos globales organizados en cuatro partes: movimientos sociales (protestas obreras británicas de 1918-1921, Tiananmen, estudiantes chilenos, Ssangyong, refugiados en Europa 2015); compromisos intelectuales (Du Bois y Qutb, Thoreau y Coates, Boochani); comunidades afectadas (migrantes, desastres ambientales, contaminación, abstención electoral); y perspectivas reflexivas (supremacismo blanco, aulas revolucionarias, retirada obrera según Honneth, teorías conspirativas como crítica desviada según Fassin). El aporte es demostrar la intrincación íntima entre crisis y crítica: las crisis nacen de la crítica y la crítica emerge de las crisis, recuperando las voces críticas."
"Teoría","Foster - Bad New Days. Art, Criticism, Emergency.md","Arte posterior a 1989 (c. 1989-2015), con incursiones al surrealismo, Dadá y las vanguardias de entreguerras","Libro, 2015","Hal Foster; Jacques Lacan; Cindy Sherman; Barbara Kruger; Thomas Hirschhorn; Isa Genzken; Robert Gober; Jeremy Deller; Marina Abramović; Judith Butler; Verso Books; October / Princeton University","Foster propone cinco términos —abyecto, archivístico, mimético, precario y post-crítico— para pensar el arte de los últimos veinticinco años, entendidos no como paradigmas cerrados sino como estrategias y predicamentos que orientan prácticas sin regularlas. La tesis central es que existe un desplazamiento respecto de las premisas del arte posmoderno: del privilegio de lo imagístico y lo textual (la crítica de la representación) hacia un sondeo de lo real y lo histórico, movimiento impulsado tanto por motivos intrínsecos al arte como por condiciones extremas extrínsecas, de ahí la ""emergencia"" del subtítulo. En ""Abyecto"" rastrea, vía la teoría lacaniana de la mirada, el paso de lo real como efecto de representación a lo real como acontecimiento traumático. ""Archivístico"" analiza prácticas que rescatan materiales históricos perdidos o marginales (Hirschhorn, Dean, Koester, Durant), instituyentes más que destructivas. ""Mimético"" aborda el arte post-11S que imita crítica y excesivamente el junk-space capitalista y la política terrorista. ""Precario"" examina obras que exhiben su propia inseguridad para dirigirse a las condiciones precarias de la sociedad neoliberal, articulando lo plaintivo, lo bête, lo creatural y la lógica del don (Mauss, Bataille). ""Post-crítico"" impugna los rechazos recientes de lo crítico. Un colofón sobre reenactments performativos advierte contra el ""tiempo zombi"" de la reactualización. Foster mantiene su apuesta por una vanguardia inmanente y cáustica, que no rompe absolutamente con el orden dado ni funda uno nuevo, sino que rastrea y presiona las fracturas ya existentes. El texto reivindica la tarea articuladora de la crítica frente a la indiferencia pluralista del ""whateverness""."
"Teoría","Foster_Hal_Recodings_Art_Spectacle_and_Cultural_Politics_p89-108.pdf","1977-1984 (performances y obra de Robert Longo)","Capítulo de libro (ensayo de crítica de arte), 1985","Hal Foster; Robert Longo; Guy Debord; Jean Baudrillard; Fredric Jameson; Walter Benjamin; Hans-Jürgen Syberberg; Rainer W. Fassbinder; Sergei Eisenstein; Theodor Adorno; Ernst Bloch; Roland Barthes; Louise Lawler","Capítulo ""Contemporary Art and Spectacle"" del libro Recodings: Art, Spectacle, Cultural Politics de Hal Foster (1985). La tesis central sostiene que el arte contemporáneo ha interiorizado la lógica del espectáculo, desplazando la ""politización del arte"" anunciada por Benjamin hacia una ""estetización de la política"" de raíz fascista. Foster parte de la fascinación cultural por el fascismo, leída con Baudrillard como fetiche de un periodo previo a la ""pérdida de lo real"" propia del capitalismo tardío. El objeto de estudio es la obra de Robert Longo: las performances de Empire (""Sound Distance"", 1977; ""Surrender"", 1979; ""Empire"", 1981; ""Iron Voices"", 1982) y los relieves-tríptico de 1983-84 (Corporate Wars, Love Police, Noweverybody, dedicado a Fassbinder). El marco conceptual combina la sociedad del espectáculo de Debord, la reificación marxista, el fetichismo freudiano, la reproductibilidad técnica de Benjamin, la esquizofrenia posmoderna de Jameson y la simulación de Baudrillard. Foster analiza cómo Longo colisiona formas arcaicas y autoritarias (estatuas, relieves, monumentos) con imágenes mediáticas para exhibir la seducción del hiperreal y la inadecuación de nuestras representaciones históricas -Beirut convertido en imagen sin referente, la guerra producida de antemano como espectáculo mediático-. El argumento es deliberadamente ambivalente: Longo desreifica y remitifica a la vez, arriesgándose a ser consumido por el espectáculo que simula. Foster, apoyándose en Bloch y en una recuperación de lo utópico, defiende rescatar el impulso colectivo latente incluso en las imágenes ideológicas, aunque advierte que, sin base social real, ese deseo utópico puede degenerar en voluntad de poder o identificación con lo dominante."
"Teoría","Foucault - Verdad y poder. Entrevista con Alessandro Fontana, L'Arc 70 [Microfísica del poder, cap. 12].md","Trayectoria intelectual de Foucault (décadas de 1950-1970); referencias históricas a los siglos XVII-XX","Entrevista, 1977 (L'Arc 70; recopilada en Microfísica del poder)","Michel Foucault; Alessandro Fontana; Karl Marx; V. I. Lenin; Friedrich Nietzsche; Robert Oppenheimer; Charles Darwin; Émile Zola; Partido Comunista Francés (PCF); revista L'Arc","En esta entrevista Foucault reconstruye el itinerario que lo llevó del estudio de la locura y la clínica al análisis de la penalidad, articulando su noción de las relaciones entre saber y poder. Sostiene que su elección de saberes de ""perfil epistemológico bajo"" (psiquiatría, medicina) permitía captar mejor el entrecruzamiento de efectos de saber y de poder, algo que la izquierda intelectual francesa —presa del positivismo estalinista y del PCF— desatendió hasta el 68. Reivindica su antiestructuralismo y una analítica del suceso pensada no según el modelo de la lengua y el signo, sino de la guerra y la batalla: la historicidad es belicosa, no habladora, y debe leerse mediante la genealogía, que da cuenta de la constitución del sujeto en la trama histórica sin recurrir a un sujeto constituyente. Critica las nociones de ideología (por su oposición implícita a una verdad, su referencia a un sujeto y su subordinación a una infraestructura) y de represión (por concebir el poder como pura negatividad); frente a ellas afirma la productividad del poder, red que atraviesa el cuerpo social y produce discursos, placeres y saberes. Desarrolla luego la figura del ""intelectual específico"" —heredero del sabio-experto (Oppenheimer, Darwin)— frente al ""intelectual universal"" derivado del jurista-notable y el escritor. Culmina con su tesis sobre el régimen de verdad: cada sociedad posee una ""economía política de la verdad"", y el problema político no es liberar la verdad del poder, sino desligar el poder de la verdad de las formas de hegemonía en que opera."
"Teoría","Fraser y Rothman (eds.) - Beyond Critique. Contemporary Art in Theory, Practice, and Instruction (2017) [Bloomsbury Academic, ISBN 9781501323461].md","Arte y crítica contemporáneos (c. 1960-2015), con referencias a la teoría crítica de la Escuela de Frankfurt","Libro editado (volumen colectivo), 2017","Pamela Fraser; Roger Rothman; David Joselit; Grant Kester; Coco Fusco; AnnMarie Perl; Anthony Grudin; Rita Felski; Bruno Latour; Andrea Fraser; Hans Haacke; Santiago Sierra; College Art Association; Bloomsbury Academic","Volumen colectivo, surgido de un panel de la College Art Association de 2013, que diagnostica el agotamiento de la crítica (critique) como gran relato hegemónico del arte avanzado y cartografía alternativas ""post-críticas"". La introducción de Fraser y Rothman sitúa el linaje de la crítica en la teoría crítica frankfurtiana y su ambición emancipadora, y describe dos cismas paralelos: el paso del ortodoxo modernismo greenberguiano al pluralismo posmoderno, y el de la vanguardia histórica (negatividad) a la neovanguardia de la crítica institucional. Argumentan que ni el pluralismo (incapaz de resistencia) ni la crítica institucional siguen siendo eficaces: a diferencia de la vanguardia, condenada a la autodestrucción, la crítica no se aniquila sino que se auto-incorpora, se institucionaliza y ""pierde fuerza"" (Latour), llegando incluso a volverse forma de complicidad dentro del mercado global del arte. La distinción rectora es que la crítica es correctiva (identifica el error, revela lo verdadero, termina) mientras la post-crítica es expansiva (identifica limitaciones subjetivas y plurales, y nunca concluye), un ""estilo de pensamiento"" que busca superar la hermenéutica de la sospecha (Felski). El libro se organiza en tres secciones —Historia y teoría, Práctica e Instrucción— que recuperan figuras y prácticas afirmativas (Fluxus, Cage, la Pictures Generation releída con Rancière, el parasitismo, la pintura post-crítica) y repiensan la pedagogía del ""crit"" de taller, proponiendo modelos de consideración, cuidado, don y transformación frente a la exposición correctiva. La condición epocal que definen es la de una ""universalidad sin maestría""."
"Teoría","Gal - Tastes of Talk. Qualia and the Moral Flavor of Signs (2013) [Anthropological Theory 13(1-2), pp. 31-48].md","Hungría de los siglos XIX y XX (ejemplos de c. 1882 a la década de 1990)","Artículo académico, 2013","Susan Gal; Charles S. Peirce; Nancy Munn; Judith T. Irvine; Michael Silverstein; Asif Agha; Rákosi Jenő; University of Chicago; revista Anthropological Theory","Gal explora los procesos semióticos por los cuales los hablantes atribuyen cualidades sensoriales —ligereza, dureza, sequedad, rectitud, densidad— a registros de habla, convirtiendo el lenguaje en portador de sabores, texturas, olores y formas. Su objeto de estudio son estas metáforas sensoriales translingüísticas y cross-modales, tratadas como experiencia vivida dentro de marcos culturales de valor. El marco conceptual extiende tres tricotomías peirceanas: ícono/índice/símbolo; la posibilidad de representar un signo como icónico o indexical según el interpretante; y los ""qualia"", cualidades abstractas (Primeridades) que solo devienen experimentables al encarnarse en ocurrencias materiales convencionalizadas. Introduce dos conceptos clave desarrollados con Irvine: la rematización (rhematization), operación ideológica que recasta relaciones indexicales como semejanzas icónicas, y el ícono diagramático. La tesis es que la semejanza nunca es inherente sino producida por un trabajo ideológico y semiótico, y que diversos géneros de ""instrucción"" enseñan a percibir esos qualia como existencialmente reales, volviéndolos motivadores de acción con carga moral y política. Lo demuestra con dos casos húngaros: el publicista Rákosi Jenő (1882), que instruyó a sus lectores para ""encontrar"" la calma, la lógica y la simplicidad del magiar frente al alemán e italiano, correlacionando lengua y tipo de casa; y una conversación grabada en Bóly en 1997, donde una anciana campesina, mediante paralelismos narrativos y el contraste entre palacsinta y pfannakucha, despliega los qualia de comida, habla y personae del sistema moietario campesino/artesano, inscribiendo un revisionismo local sobre el Volksbund y la moral bajo el nazismo."
