"Carpeta","Archivo","Año referenciado","Periodo (creación/realización/archivo)","Personas e instituciones","Resumen académico"
"Cap 3 - Análisis/Fuentes ET","Web - Nuestra historia en una bandera. Nota de La República sobre los artistas que rescataron la bandera del fujimorato, 2010-07-25 [vía Internet Archive].txt","Décadas de 1980 y 1990 hasta 2000 (violencia interna y fujimorato); con menciones a 2010","Artículo periodístico (La República), 25-07-2010 (recuperado vía Internet Archive)","María Isabel Gonzales; Eduardo Tokeshi; Susana Torres; Pancho Guerra García; Piero Quijano; Eduardo Villanes; Fernando Bryce; Ricardo Wiesse; Claudia Coca; Colectivo Sociedad Civil; La República","Reportaje periodístico de María Isabel Gonzales publicado en La República en el marco de las Fiestas Patrias de 2010, que revisa cómo, una década atrás, un grupo de artistas convirtió la bandera peruana en soporte de protesta frente a la violencia terrorista, los abusos de las Fuerzas Armadas y la dictadura fujimontesinista. La nota organiza su argumento en torno a fichas biográficas y testimonios de los artistas, planteando que el arte reafirmó la peruanidad y disputó un símbolo secuestrado por el autoritarismo. Eduardo Tokeshi (Lima, 1960) relata su serie de banderas iniciada en 1985 con fardos funerarios, vinculada a Uchuraccay, Accomarca y Tarata y a su condición de descendiente de japoneses que buscaba marcar pertenencia; anticipa una futura bandera hecha de naipes a punto de derrumbarse. Susana Torres (1969) describe La Vandera (1995), doce banderas cosidas y bordadas que enlazan la enseña de San Martín con las lavanderas de Pancho Fierro para exaltar el heroísmo cotidiano, y reivindica su anterioridad respecto de Lava la bandera del Colectivo Sociedad Civil. Pancho Guerra García (1965) narra su tránsito del expresionismo abstracto a la pintura de lo circundante (microbuses, «La pollada» sobre la Ley de Amnistía, el juego «Te amo Perú / Temo lo peor»). Piero Quijano (1959) reflexiona sobre la ilustración de prensa como espacio de denuncia. Se suman Eduardo Villanes (Gloria Evaporada, cajas de leche y caso La Cantuta), Fernando Bryce (Atlas Perú, 544 dibujos) y Ricardo Wiesse (cantutas de Cieneguilla, 1995). El texto aporta testimonios directos y contexto de recepción sobre el arte político peruano de fin de siglo."
"Cap 3 - Análisis/Fuentes ET","Web - Poéticas del duelo. Arte y violencia en el Perú. Ficha de la conferencia de Víctor Vich en el Reina Sofía, 2020-02-07.txt","1980-2000 (violencia política en el Perú)","Ficha de actividad (web del Museo Reina Sofía), 2020","Víctor Vich; Museo Nacional Centro de Arte Reina Sofía; Centro de Estudios (Edificio Nouvel)","Ficha institucional publicada en la web del Museo Reina Sofía que anuncia y sintetiza la conferencia «Poéticas del duelo. Arte y violencia en el Perú», impartida por Víctor Vich el 7 de febrero de 2020 en el Centro de Estudios del museo (Edificio Nouvel). El texto, de carácter programático y muy breve, precisa el objeto de estudio de la charla: un grupo de imágenes representativas de la violencia política peruana entre 1980 y 2000. Enuncia la categoría central que estructura la intervención, las «poéticas del duelo», definida como un conjunto de objetos simbólicos y rituales comprometidos con hacer visible lo sucedido y con oponerse a la represión del discurso oficial. La ficha subraya que estas poéticas ritualizan el recuerdo mediante símbolos cargados de potencia crítica, que suspenden —al menos por un instante— el tiempo hegemónico del presente, hurgan en las ruinas de la historia y proponen nuevos rumbos políticos fundamentados en las deudas del pasado. Como documento paratextual, su valor no reside en el desarrollo analítico —que corresponde a la transcripción de la conferencia misma— sino en fijar con precisión los datos de autoría, fecha, lugar y marco institucional (la programación del Centro de Estudios del Reina Sofía) y en condensar la formulación conceptual que Vich desplegaría luego. Sirve, por tanto, como fuente de referencia para datar y contextualizar la circulación europea del pensamiento de Vich sobre arte, memoria y duelo en el Perú posconflicto, y para corroborar la terminología con que el propio autor presenta su propuesta."
"Cap 3 - Análisis/Fuentes ET","guia-tres-ejes.md","Obras analizadas 1973-2010; arte contemporáneo latinoamericano y latino de las últimas décadas","Guía metodológica (documento de trabajo de tesis doctoral), posterior a 2024","C. S. Peirce; Ferdinand de Saussure; Webb Keane; Jacques Rancière; Michel Foucault; Terrence Deacon; Frederik Stjernfelt; Winfried Nöth; Michael Silverstein; Alfred Gell; Félix González-Torres; Teresa Margolles; Ana Mendieta; Doris Salcedo; Alfredo Jaar","El documento reconstruye y sistematiza un modelo propio de análisis de obra articulado en tres ejes semióticos de raíz peirciana —hipoicónico, indexical y simbólico— concebidos no como grilla clasificatoria sino como un circuito de semiosis con tres entradas. Su tesis metodológica central es que toda obra recorre simultáneamente los tres registros y que el análisis debe localizar el «centro de gravedad» donde se concentra el trabajo crítico y, sobre todo, la «fricción» entre registros, lugar donde se aloja la ambivalencia de las subjetividades críticas que constituyen el objeto de la investigación mayor: el «mandato crítico» entendido como hábito prescriptivo depositado en infraestructuras. El marco desplaza la díada saussureana hacia la tríada de Peirce (representamen-objeto-interpretante) y funda el orden anidado de los ejes en Deacon. Cada eje se despliega con aparato propio: el hipoicónico (imagen, diagrama, metáfora) refinado por la tensión entre Stjernfelt y Nöth y anclado etnográficamente en la discusión sobre los qualia (Munn, Chumley, Harkness, Keane y su noción de bundling); el indexical (huella y señalamiento de posición) sostenido por Gell, Silverstein, Bourdieu y la parrhesia foucaultiana; y el simbólico (régimen convencional que vuelve legible la crítica) elaborado mediante el par «régimen semiótico / ideología semiótica», desplazamiento cuidadoso respecto de Keane apoyado en Foucault y Rancière. El texto ejercita el aparato sobre cinco obras —González-Torres, Margolles, Mendieta, Salcedo y Jaar— para exhibir centros de gravedad heterogéneos, y cierra declarando sus límites: sobrepoblación teórica, sesgo anti-subjetivista, homonimias de «régimen» y la costura entre la antropología semiótica estadounidense y la genealogía crítica continental. Su aporte es ofrecer un vocabulario post-representacionalista preciso, orientado al trabajo de campo sobre artistas peruanos."
"Cap 3 - Análisis/Fuentes ETH","Captura de pantalla sin identificar 1 - 2026-07-14 21.05.23 [1098x1596].png","1998 (con referencias a arte prehispánico y colonial peruano)","Tríptico/folleto institucional universitario, 1998 (captura de pantalla, 14-07-2026)","Martha Barriga Tello; Mihaela Radulescu de Barrio de Mendoza; Elena Tejada; Herbert Rodríguez; Christian Bendayán; Grupo Yuyachkani; Paloma Carcedo; Escuela Académico Profesional de Arte (UNMSM); Museo de Arte de San Marcos; Museo Nacional de la Cultura Peruana; Orquesta Sinfónica Nacional","La imagen reproduce la página de «Programación» del tríptico conmemorativo de la Semana de Arte organizada por la Escuela Académico Profesional de Arte de la Universidad Nacional Mayor de San Marcos, celebrada del 24 al 28 (con actividades hasta el 30) de agosto de 1998. Como fuente documental, ordena día por día un denso programa que entrelaza prácticas contemporáneas, patrimonio prehispánico y colonial y artes escénicas, revelando el ecosistema institucional y generacional de la escena limeña de fin de siglo. El lunes 24 figuran la inauguración de Mimo José Navarro, el grupo Yuyachkani con «Retorno» y una exposición colectiva que reúne a Herbert Rodríguez, Fernando Olivos, Christian Bendayán, Elena Tejada, Renzo Ortega y José Luis Lazo, entre otros; a lo largo de la semana se suceden performances (Rebeca Raez, Patricia Miranda, Nelly Ávila), conversatorios «arte y realidad», recitales y una serie de «expresiones artísticas prehispánicas» a cargo de Paloma Carcedo (orfebrería), Francisco Andía y Scarlett O'Phelan. Para la investigación sobre Elena Tejada-Herrera el documento tiene valor probatorio: consigna su participación como performer (viernes 28) y en la muestra colectiva, situándola en el circuito sanmarquino en 1998, el mismo año de «Recuerdo». El Comité Organizador, bajo la coordinación general de Martha Barriga Tello, incluye a Mihaela Radulescu de Barrio de Mendoza —futura analista de la obra de Tejada—, Sara Acevedo Basurto, Hilda Barentzen Gamarra y Armando Sánchez Málaga. Se mencionan además el Museo Nacional de la Cultura Peruana, el Museo de Arte de San Marcos, la Orquesta Sinfónica Nacional y el teatro «El Tábano». El pantallazo, sin identificación editorial, fue capturado el 14 de julio de 2026."
"Cap 3 - Análisis/Fuentes ETH","Captura de pantalla sin identificar 2 - 2026-07-14 21.05.56 [1092x1618].png","1965-1998 (33 aniversario de la especialidad de arte)","Tríptico/folleto institucional universitario, 1998 (reproducido como Anexo Nº 3; captura de pantalla, 14-07-2026)","Martha Barriga Tello; Universidad Nacional Mayor de San Marcos; Facultad de Letras y Ciencias Humanas; Escuela Académico Profesional de Arte; Departamento Académico de Arte; Orquesta Sinfónica Nacional; Museo de Arte de la UNMSM; Museo Nacional de la Cultura Peruana; INPPARES; Club Jauja","La imagen corresponde al anverso del mismo tríptico, encabezada como «Anexo Nº 3» —lo que indica su reproducción dentro de un trabajo académico, probablemente una tesis— con el rótulo «Tríptico de la Celebración de la Semana de la EAP de Arte - Año 1998». El folleto está membretado por la Universidad Nacional Mayor de San Marcos, Facultad de Letras y Ciencias Humanas, Escuela Académico Profesional de Arte y Departamento Académico de Arte, y conmemora el «33 aniversario de creación de la especialidad de arte, 1965-1998», anunciando la «Semana de Arte del 24 al 28 de agosto» en el Auditorio de la Facultad. El texto central, firmado por Martha Barriga Tello (Ciudad Universitaria, 24 de agosto de 1998), reseña la trayectoria institucional de la especialidad: cómo, por modificaciones legales del sistema universitario peruano, el antiguo Programa Académico de Arte pasó a convertirse en Escuela Académico Profesional, con estudios de cinco años, Bachillerato y Título Profesional de Licenciado en Arte tras cumplir 200 créditos, y proyecta la creación de una carrera de Conservación y Restauración de Bienes Muebles, una Escuela de Danza y una Segunda Especialidad en Museología. Cierra con extensos agradecimientos a instituciones colaboradoras: Orquesta Sinfónica Nacional, Coro de San Marcos, coros de la PUCP, Coro de San Fernando, Museo de Arte de la UNMSM, Museo Nacional de la Cultura Peruana, INPPARES, Editorial Estrella y Club Jauja, entre otros. Como fuente, documenta el marco institucional universitario que amparó las prácticas artísticas de 1998, contexto de la performance «Recuerdo» de Elena Tejada. Captura del 14 de julio de 2026."
"Cap 3 - Análisis/Fuentes ETH","Entrevista - Tejada-Herrera, Elena - 2026-04-16.transcripcion.md","Años 90 y 2000 (c. 1992-2010), con referencias a la actualidad","Entrevista (transcripción de audio, borrador sin refinar), 16-04-2026","Elena Tejada-Herrera; Miguel A. López; Mihaela Radulescu; Gustavo Buntinx; Gabriela Wiener; Daniela Ortiz; Nelson Manrique; Augusto Casafranca; PUCP; Universidad Nacional Mayor de San Marcos; MALI; Proyecto AMIL; Micromuseo","Transcripción (borrador sin refinar) de una entrevista de 1h34 a la artista Elena Tejada-Herrera, realizada el 16 de abril de 2026 por un investigador interesado en los referentes del arte crítico peruano para las generaciones posteriores a 2015. El relato, autobiográfico y reflexivo, reconstruye su formación: la estimulación cultural doméstica durante el velasquismo (cineclubes de embajadas, libros soviéticos y cubanos, el activismo de su madre), su paso por la especialidad de Arte de la PUCP —que recuerda como formalista y descontextualizada, bajo la doctrina de la «mano de Dios» y el despido de un profesor alemán por enseñar a Benjamin y Adorno— y su autoformación crítica colándose en cursos de filosofía y antropología de género hacia 1992-1993. Tejada articula su convicción, nutrida por Mariátegui, del arte como vehículo de cambio social, y narra su viraje casual de la pintura figurativa (por ejemplo «Cultos») a la performance con «Señorita de buena presencia buscando empleo». El núcleo de la entrevista es «Recuerdo» (1998), performance en un San Marcos militarizado sobre los desaparecidos de La Cantuta: describe su guion, la bolsa mortuoria negra, las escarapelas-blancos de tiro, el vals «Ódiame» y la frase «él tenía las llaves», así como su circulación posterior vía Micromuseo (Buntinx) y aulas universitarias. Reflexiona sobre la empatía como motor y su privilegio racial como condición de enunciación. En su etapa estadounidense elabora la «belleza como arma revolucionaria» frente a censuras curatoriales (piezas «Ekeko», sobre el TLC, y «Burping Wonder Woman»). Finalmente critica la obligatoriedad del arte crítico en becas e instituciones, defendiendo la libertad creativa y la exhibición del proceso, idea que atribuye a Miguel López."
"Cap 3 - Análisis/Fuentes ETH","Radulescu de Barrio de Mendoza - Personajes y escenarios en las performances de Elena Tejada (2017).md","1997-2016 (performances de Elena Tejada, principalmente fines de los 90 y década de 2000)","Artículo académico (ponencia en revista, sometido y aprobado en 2017)","Mihaela Radulescu de Barrio de Mendoza; Elena Tejada; Nicolas Bourriaud; Néstor García Canclini; Jesús Martín-Barbero; Gabriela Wiener; José Luis Brea; PUCP; Proyecto AMIL; Bienal de Lima; MALI; UNMSM","La ponencia de la investigadora y artista Mihaela Radulescu de Barrio de Mendoza (PUCP) analiza los aspectos enunciativos de las performances de Elena Tejada para profundizar en los efectos de sentido generados por su teatralización. Su tesis es que la construcción de personajes y escenarios aporta los contenidos necesarios para rituales de integración del público en una vivencia simbólica compartida. El marco conceptual combina la estética relacional de Bourriaud (la performance como «estado de encuentro» y como duración vivida) con tres operaciones que Radulescu toma de García Canclini vía Martín-Barbero: la teatralización del poder, la escenificación de lo nacional y la ritualización de la identidad, que funcionan como líneas de fuerza estructurantes. Bajo la primera analiza la acción de Tejada en la Bienal de Lima (1997), en que semidesnuda repartió manifiestos y se orinó ante los curadores en el MALI, y «Boundaries» (2000), donde masticaba páginas de libros de arte en inglés, ambas construyendo el personaje del artista excluido que protesta contra las industrias culturales. Bajo la segunda examina «Recuerdo» (1998), en el patio de la Facultad de Letras de San Marcos, sobre los desaparecidos de La Cantuta, mediante escenarios de signos arquetípicos (bolsa mortuoria, escarapelas, radio). Bajo la tercera aborda la autorreferencialidad identitaria en «Bomba y la Bataclana en la Danza del Vientre» (1999), «Burping Wonder Woman» y «Guammmmtanamera», leídas como negociación de la condición de mujer, migrante y peruana. El aporte del texto es proponer una lectura semiótico-enunciativa de la teatralidad expandida de Tejada, articulada a la cultura híbrida y a la difusión en video y redes sociales, que desplaza del objeto a la duración y al acontecimiento."
"Cap 3 - Análisis/Fuentes ETH","Raffo - Intervenciones en el espacio público a través de la performance. Recuerdo, Crisis y Lava la bandera.md","1998-2000 (con marco del accionismo peruano 1965-2000 y contexto del fujimorato)","Ponencia/artículo académico (IV Congreso Nacional de Investigaciones en Antropología, PUCP, 2005; publicado posteriormente)","Denise Leigh Raffo; Elena Tejada; Emilio Santisteban; Colectivo Sociedad Civil; Gustavo Buntinx; Eduardo Villanes; Víctor Vich; ICPNA; PUCP; Norman Thomas; Diana Taylor","El ensayo de Denise Leigh Raffo analiza tres performances de intervención en el espacio público realizadas durante la crisis final de la dictadura de Fujimori: «Recuerdo» (1998) de Elena Tejada, «Crisis» (1999) de Emilio Santisteban y «Lava la bandera» (2000) del Colectivo Sociedad Civil. Su marco concibe la performance como una herramienta de expresividad que altera y a la vez constituye la esfera pública (Diamond, Taylor y su par archivo/repertorio, Fraser, Arato y Cohen sobre sociedad civil), y sitúa los casos dentro del accionismo peruano rastreado por la muestra «Accionismo en el Perú: 1965-2000». Mediante descripciones minuciosas —necesarias ante la ausencia del material audiovisual— reconstruye cada obra: «Recuerdo» evoca la matanza de La Cantuta desde una bolsa mortuoria que se arrastra entre escarapelas-blancos de tiro, con el vals «Ódiame», los nombres y señas de los desaparecidos y la frase «él tenía las llaves», preservando su singularidad afectiva frente a la estadística; «Crisis» opera en interacción uno a uno dentro de un cuarto oscuro con bandera iluminada, el bolero «Poquita fe» y cuentas de presidiario, repetida 1235 veces, exigiendo al espectador convertirse en participante; «Lava la bandera» transforma un gesto doméstico en ritual cívico colectivo en la Plaza Mayor frente a Palacio de Gobierno, con sus «viernes de lavado», la represión del SIN y el antecedente de Norman Thomas y el colectivo Wash the Flag. La tesis central es que estas acciones, mediante el cuerpo y símbolos del imaginario nacional, repolitizaron la vida cotidiana, contribuyeron a la caída del régimen y construyeron ciudadanía y memoria; se apoya en el manuscrito de Buntinx sobre el Colectivo Sociedad Civil y en Víctor Vich."
"Cap 3 - Análisis/Fuentes ETH","Tejada-Herrera (Portocarrero ed.) - Videos de esta mujer. Registros de performance 1997-2010 (2018) [Proyecto AMIL].md","1997-2010 (con referencias a la dictadura fujimontesinista 1990-2000 y al caso La Cantuta, 1992)","Catálogo de exposición / libro monográfico, 2018 (Proyecto AMIL, Lima)","Elena Tejada-Herrera; Florencia Portocarrero (editora/curadora); Armando Andrade Tudela; Miguel A. López; Karen Bernedo; Claudia Coca; Lorena Peña; Juan Carlos Verme; Proyecto AMIL; Museo de Arte de Lima (MALI); El Averno; Gustavo Buntinx","Catálogo derivado de la exposición homónima curada por Florencia Portocarrero en Proyecto AMIL (2016), primera revisión crítica y comprehensiva de la obra de Elena Tejada-Herrera, pionera de la performance y el videoarte feminista en el Perú. Su tesis rectora sostiene que la sistemática omisión de Tejada-Herrera de los relatos del arte contemporáneo peruano responde no solo a su residencia en el extranjero, sino a que su obra cuestionó radicalmente las narrativas modernistas oficiales, masculinas y despolitizadas, para inscribirse en una tradición feminista que reivindica el cuerpo sexuado, racial y socialmente situado como vehículo de intervención en la esfera pública. El objeto de estudio son veintiún a veintitrés registros de video-performance producidos entre el Perú y Estados Unidos. El marco conceptual articula la mirada masculina de Laura Mulvey, la intersubjetividad del body art de Amelia Jones, la crítica de Linda Williams y la pospornografía de Paul B. Preciado, junto a la lectura del régimen fujimontesinista como sociedad del espectáculo y basurización simbólica (Silva Santisteban). Analiza obras clave: Señorita de buena presencia buscando empleo (1997), Recuerdo (1998), Bomba y la bataclana en la danza del vientre (1999), Man in Paris, La mujer yo-yo, Girlboy, La cámara saltarina y el ciclo migrante (Nouveau Bourgeois, About You). Reúne ensayos de Portocarrero (análisis cronológico de intervenciones tipo guerrilla), Andrade Tudela (Estrella sin origen), López (re-educación corporal y contra-pedagogía posporno) y una conversación sobre genealogías del arte feminista peruano. Su aporte es reposicionar a la artista como figura central de esa historia."
"Cap 3 - Análisis/Fuentes ETH","Tejada-Herrera - Curriculum vitae extendido con exposiciones, premios y residencias [en inglés].md","1993-2026 (trayectoria profesional completa)","Currículum vitae de artista (documento biográfico/OCR), c. 2025-2026 (registra actividades hasta 2026)","Elena Tejada-Herrera; Gustavo Buntinx; Jorge Villacorta; Augusto del Valle; Sharon Lerner; Miguel A. López; Max Hernández-Calvo; Emilio Tarazona; Museo de Arte de Lima (MALI); School of the Art Institute of Chicago; Virginia Commonwealth University; Pontificia Universidad Católica del Perú; Gwangju Biennale; Berlin Biennale","Documento biográfico exhaustivo (currículum vitae extendido, en inglés, digitalizado por OCR) que autoconstruye y sistematiza la trayectoria de Elena Tejada-Herrera como artista transdisciplinaria y feminista. Su valor como fuente radica en el mapeo cronológico de una carrera que va de la formación (Licenciatura 1993 y BFA 2003 en la PUCP; MFA en Virginia Commonwealth University 2006 y en el School of the Art Institute of Chicago 2013) hasta actividades proyectadas a 2025-2026, revelando un patrón de circulación internacional sostenido. El texto encuadra su práctica en torno a talleres de autodefensa para mujeres en su diversidad y disidencia (desde 2019), economías alternativas, relación respetuosa con la naturaleza, desobediencia civil celebratoria y prácticas participativas donde el público deviene colaborador. Consigna quince exposiciones individuales en Perú, Francia y España, y una densa red de muestras colectivas, premios y residencias: Passport for an Artist (1999), Werkleitz (2000), Nexus Award, Grand Prix del Parnu Film & Video Festival (2007), James Nelson Raymond Fellowship, MINCUL (2024) y residencias en la Cité Internationale des Arts, Vermont Studio Center, Atlantic Center for the Arts y URRA. Documenta hitos institucionales relevantes —Bienal de Gwangju (2024), 11ª Bienal de Berlín (2020), Empowerment en el Kunstmuseum Wolfsburg, Ulay Foundation, MAC Lima, MALI— y la adquisición de su obra por el MALI. Como fuente primaria, permite reconstruir su legitimación tardía y triangular fechas, sedes y curadores (Buntinx, Villacorta, del Valle, Lerner, López, Hernández-Calvo) que enmarcaron su inscripción en la historia del arte peruano reciente."
"Cap 3 - Análisis/Fuentes ETH","Tejada-Herrera - Curriculum vitae publicado en su web hotglue.me [en inglés].txt","1996-2025 (trayectoria profesional)","Currículum vitae publicado en web personal (hotglue.me), c. 2024-2025","Elena Tejada-Herrera; Miguel A. López; Gisselle Girón; Sharon Lerner; Max Hernández; Gustavo Buntinx; Katharina Koch; ICPNA; MINCUL; Proyecto AMIL; Museo de Arte de Lima (MALI); Kunstmuseum Wolfsburg; Museum of Modern Art in Warsaw","Versión del currículum de Elena Tejada-Herrera publicada en su sitio personal hotglue.me (bilingüe inglés-español), fuente primaria de autopresentación que sintetiza su biografía y despliega un listado detallado de exposiciones, honores y residencias. La breve nota biográfica traza su itinerario formativo y disciplinar: estudios en la Facultad de Arte de la PUCP, en VCU (Virginia) y en el SAIC (Chicago), su egreso como pintora, el paso a la instalación y luego a las performances irruptivas en espacios públicos, la incorporación del video y, finalmente, el giro hacia formas participativas y transdisciplinarias donde cede el protagonismo al público. El documento tiene valor documental para fechar y ubicar obras y muestras: individuales como Videos de Esta Mujer (Proyecto AMIL, 2016), Políticas del cuerpo doméstico (Neomudéjar, Madrid, 2019) y proyectos premiados por el ICPNA (2023) y el MINCUL (2024), curados por Miguel López y Gisselle Girón; colectivas de alto perfil como la 11ª Bienal de Berlín (2020), Empowerment. Art and Feminisms en el Kunstmuseum Wolfsburg (2022), la Fundación Ulay y el Museo de Arte Moderno de Varsovia (2021-2022), la Bienal de Gwangju (2024) y Frieze London Focus (2019). Registra premios internacionales (Passport for an Artist, Werkleitz, Parnu, Luksuz) y residencias. Como insumo de catalogación, permite corroborar cronologías, sedes, curadores (Lerner, Hernández, Buntinx) e instituciones, y evidencia la estrategia de la artista de circular y legitimar su obra por canales propios, al margen de los circuitos institucionales tradicionales."
"Cap 3 - Análisis/Fuentes ETH","Tejada-Herrera - Portafolio con fichas de performances y videos, 1994-2020.md","1994-2020","Portafolio de artista (dossier de obra, para Frieze; OCR), c. 2019-2020","Elena Tejada-Herrera; Florencia Portocarrero; Alfredo Villar; Virginie Despentes; Paul B. Preciado; Édouard Glissant; 80m2 Livia Benavides; 11ª Bienal de Berlín; Frieze London; Proyecto AMIL; Museo de Arte de Lima (MALI)","Portafolio de artista (dossier vinculado a su presentación en Frieze London, digitalizado por OCR) que reúne fichas técnicas y textos descriptivos de performances, video-performances, dibujos e instalaciones de Elena Tejada-Herrera producidos entre 1994 y 2020. Como fuente primaria, ofrece la propia conceptualización de la artista y de sus comentaristas sobre obras clave, con datos de duración, edición y enlaces de video. Destaca la videoinstalación multicanal They Sing, They Dance, They Fight (11ª Bienal de Berlín, 2020) y el proyecto Queen Kong: The girls learn to fight (2019), articulados en torno a lo que llama la estética de la política del empoderamiento, con marco teórico explícito en King Kong Theory de Virginie Despentes y en la demanda de Paul B. Preciado de armar a las mujeres frente a una cultura de guerra; incorpora la danzante de tijeras y la palla como figuras del folclore peruano resignificadas desde el género. El dossier reconstruye además su serie fundacional bajo el fujimorato —Señorita de buena presencia buscando empleo (1997), Recuerdo (memoria del caso La Cantuta) y Bomba y la bataclana en la danza del vientre (1994/1999), premiada en Passport for an Artist— y el ciclo migrante en Estados Unidos: Nouveau Bourgeois Latin Immigrant, Burping Wonderwoman (post 11-S y Patriot Act) y Gallery Land Security, leídos desde la relación centro/periferia, lo poscolonial y el humor. Sus dibujos autobiográficos, con relaciones interespecie y fluidez de género, se enmarcan en la Poética de la Relación de Glissant. Textos de Portocarrero y Alfredo Villar complementan las fichas."
"Cap 3 - Análisis/Fuentes ETH","Tejada-Herrera - Statement publicado en su web hotglue.me [en inglés].txt","n/d","Statement de artista (declaración publicada en web personal, hotglue.me), s/f (c. 2024-2025)","Elena Tejada-Herrera; Bienal de Gwangju; Bienal de Berlín; Kunstmuseum Wolfsburg; Ulay Foundation; Museo de Arte Moderno de Varsovia; Museo de Arte Contemporáneo de Lima (MAC); Museo Neomudéjar (Madrid); Sharjah Art Foundation; Frieze; El Museo del Barrio; Americas Society","Breve declaración de artista (statement) publicada en el sitio personal hotglue.me, fuente primaria de autodefinición que condensa el programa estético-político de Elena Tejada-Herrera. El texto la presenta como artista no binaria y transdisciplinaria que produce obras de lenguajes híbridos, participativas y multimediales, desde una perspectiva transfeminista y un enfoque interseccional. Enuncia como núcleos de su práctica el desafío a la corrección política, la incorporación de la desobediencia civil en clave celebratoria y la creación de espacios para el ejercicio de formas alternativas de vivir, relacionarse y ocupar el espacio. Subraya el carácter indisciplinado de un trabajo que escapa a las definiciones y clasificaciones disciplinares, integrando medios diversos: dibujo, intervenciones en el paisaje, mensajes telefónicos, net art, danza y ejercicio, video-performances participativas en tiempo real, tutoriales de Zumba, ensamblajes instalativos colectivos, nuevos medios y tecnología, y talleres de autodefensa para mujeres, mujeres trans y disidencias. En varias piezas, señala, el público se convierte en colaborador creativo activo. Como fuente de catalogación, el statement también funciona como aval institucional al enumerar sedes de exhibición de alto perfil: la 15ª Bienal de Gwangju, la 11ª Bienal de Berlín, la muestra Empowerment del Kunstmuseum Wolfsburg, la Ulay Foundation, el Museo de Arte Moderno de Varsovia, el MAC Lima, el Museo Neomudéjar de Madrid, la Sharjah Art Foundation, el proyecto individual en la sección Focus de Frieze London 2019, El Museo del Barrio y Americas Society en Nueva York. Su posición reafirma una identidad artística periférica, disidente y afectiva."
"Cap 3 - Análisis/Fuentes ETH","Video - Bios de artista. Elena Tejada-Herrera sobre por qué su performance no es actuación [transcripción].transcripcion.md","Finales de los años 90 y década de 2000 (obras desde 1997; caso La Cantuta, 1992)","Transcripción de video (charla/entrevista de artista, borrador sin refinar), transcrita el 14-07-2026; charla s/f","Elena Tejada-Herrera; Centro Cultural de la Pontificia Universidad Católica del Perú; Universidad Nacional Mayor de San Marcos; exposición Pasaporte para un Artista","Transcripción automática (whisper, borrador sin refinar) de un video-testimonio de Elena Tejada-Herrera en el que la artista explica, en primera persona, por qué su performance no es actuación. Su argumento central es que, al no provenir del teatro, lo que hace no son representaciones sino intervenciones en la vida real que afectan momentos concretos de la realidad de las personas y crean relaciones; de ahí su desplazamiento progresivo hacia prácticas donde importa más la intervención del otro, que denomina intercambios culturales. La fuente es valiosa porque documenta la autolectura de la artista sobre el uso del cuerpo como territorio político frente a la representación de la mujer en los medios masivos y en la historia del arte, reivindicando el desnudo como afirmación de una mujer activa que decide sobre su propio cuerpo y sostiene la cámara. Distingue discursos paralelos en su obra: el de género, el de los derechos humanos (la performance Recuerdo sobre los desaparecidos del caso La Cantuta) y el de la condición inmigrante y la relación norte-sur. Ofrece un relato pormenorizado de Señorita de buena presencia buscando empleo, presentada para la muestra Pasaporte para un Artista, y refuta la versión tergiversada según la cual contrató actores: aclara que convocó a vendedores ambulantes reales para igualar simbólicamente su labor con la de ellos como generadores culturales. Reflexiona además sobre la pérdida de intensidad del acto en el registro videográfico y sobre un proyecto de internet en torno a la construcción del género, la autoestima y la fantasía sexual femenina, subestimada por la pornografía dominante."
